Table for profit centre derivation rules


MANDT	 PRCTR	 SEGMENT
X	 X	
MANDT-CLNT(3)	 PRCTR-CHAR(10)	 FB_SEGMENT-CHAR(10)
100	 789I	 0000003310
100	 78A	 0000003320
100	 78B	 0000003330
100	 78BS	 0000003330
100	 78C	 0000003310
100	 78CI	 0000003310
100	 78CS	 0000003330
100	 790I	 0000003310
100	 791I	 0000003310
100	 792I	 0000003310
100	 793I	 0000003310
100	 794V	 0000003320
100	 795V	 0000003320
100	 796V	 0000003320
100	 797V	 0000003320
100	 798V	 0000003320
100	 799V	 0000003320
100	 79G	 0000003120
100	 79M	 0000003110
100	 800A	 0000002310
100	 800B	 0000002310
100	 800C	 0000002310
100	 800D	 0000002310
100	 800E	 0000002310
100	 800H	 0000002310
100	 800V	 0000003320
100	 801V	 0000003320
100	 802A	 0000002310
100	 802B	 0000002310
100	 802C	 0000002310
100	 802D	 0000002310
100	 802S	 0000002310
100	 802V	 0000003320
100	 803A	 0000002310
100	 803B	 0000002310
100	 803C	 0000002310
100	 803D	 0000002310
100	 803E	 0000002310
100	 803F	 0000002310
100	 803G	 0000002310
100	 803S	 0000002310
100	 803V	 0000003320
100	 804V	 0000003320
100	 805V	 0000003320
100	 806A	 0000002310
100	 806B	 0000002310
100	 806C	 0000002310
100	 806D	 0000002310
100	 806V	 0000003320
100	 807V	 0000003320
100	 808V	 0000003320
100	 809V	 0000003320
100	 80HA	 0000002310
100	 80HB	 0000002310
100	 80HC	 0000002310
100	 80M	 0000002310
100	 80MA	 0000002310
100	 80MB	 0000002310
100	 80MC	 0000002310
100	 80MD	 0000002310
100	 80U	 0000002310
100	 80UA	 0000002310
100	 80UB	 0000002310
100	 810V	 0000003320
100	 811P	 0000002740
100	 811V	 0000003320
100	 812V	 0000003320
100	 814V	 0000003320
100	 815V	 0000003320
100	 816G	 0000003130
100	 816M	 0000003130
100	 816S	 0000003330
100	 817G	 0000003130
100	 817M	 0000003130
100	 817S	 0000003330
100	 818V	 0000003320
100	 819V	 0000003320
100	 81A	 MRS
100	 81B	 CRS
100	 81BC	 CRS
100	 81BH	 CRS
100	 81BL	 CRS
100	 81BN	 CRS
100	 81BP	 CHS
100	 81D	 MRS
100	 81E	 MRS
100	 81F	 MRS
100	 81G	 MRS
100	 81J	 MRS
100	 81K	 MRS
100	 81P	 0000002740
100	 81PL	 0000002740
100	 81PP	 0000002740
100	 81PR	 0000002740
100	 81Y	 MRS
100	 820V	 0000003320
100	 826G	 0000003130
100	 826M	 0000003130
100	 826S	 0000003330
100	 827G	 0000003130
100	 827M	 0000003130
100	 827S	 0000003330
100	 82A	 MRS
100	 82B	 CRS
100	 82BC	 CRS
100	 82BH	 CRS
100	 82BL	 CRS
100	 82BN	 CRS
100	 82BP	 CHS
100	 82D	 MRS
100	 82E	 MRS
100	 82F	 MRS
100	 82G	 MRS
100	 82J	 MRS
100	 82K	 MRS
100	 82P	 0000002740
100	 82PL	 0000002740
100	 82PP	 0000002740
100	 82PR	 0000002740
100	 82WA	 MRS
100	 82WD	 MRS
100	 82WE	 MRS
100	 82WF	 MRS
100	 82WK	 MRS
100	 82Y	 MRS
100	 830V	 0000003320
100	 831I	 0000003330
100	 835I	 0000003310
100	 836I	 0000003310
100	 837I	 0000003310
100	 839I	 0000003310
100	 83A	 0000003320
100	 83B	 0000003320
100	 83C	 0000003320
100	 83D	 0000003320
100	 83E	 0000003320
100	 841S	 0000003330
100	 843S	 0000003330
100	 846G	 0000003130
100	 846M	 0000003130
100	 846S	 0000003330
100	 847G	 0000003130
100	 847M	 0000003130
100	 847S	 0000003330
100	 848M	 0000003130
100	 848S	 0000003330
100	 849I	 0000003310
100	 849M	 0000003130
100	 849S	 0000003330
100	 84A	 MRS
100	 856G	 0000003130
100	 856M	 0000003130
100	 856S	 0000003330
100	 857G	 0000003130
100	 857M	 0000003130
100	 857S	 0000003330
100	 858I	 0000003310
100	 859V	 0000003320
100	 85A	 MRS
100	 85B	 CRS
100	 85BC	 CRS
100	 85BH	 CRS
100	 85BL	 CRS
100	 85BN	 CRS
100	 85BP	 CHS
100	 85D	 MRS
100	 85E	 MRS
100	 85F	 MRS
100	 85G	 MRS
100	 85J	 MRS
100	 85K	 MRS
100	 85P	 0000002740
100	 85PL	 0000002740
100	 85PP	 0000002740
100	 85PR	 0000002740
100	 85RA	 0000002310
100	 85RB	 0000002310
100	 85RC	 0000002310
100	 85RD	 0000002310
100	 85RE	 0000002310
100	 85RF	 0000002310
100	 85RG	 0000002310
100	 85RH	 0000002310
100	 85RJ	 0000002310
100	 85RK	 0000002310
100	 85RL	 0000002310
100	 85RM	 0000002310
100	 85RN	 0000002310
100	 85RQ	 0000002310
100	 85RR	 0000002310
100	 85RS	 0000002310
100	 85RT	 0000002310
100	 85SL	 0000002310
100	 85SM	 0000002310
100	 85SN	 0000002310
100	 85SQ	 0000002310
100	 85SR	 0000002310
100	 85SS	 0000002310
100	 85ST	 0000002310
100	 85T1	 0000002310
100	 85T2	 0000002310
100	 85T3	 0000002310
100	 85T4	 0000002310
100	 85T5	 0000002310
100	 85T6	 0000002310
100	 85TA	 0000002310
100	 85TB	 0000002310
100	 85TC	 0000002310
100	 85TD	 0000002310
100	 85TE	 0000002310
100	 85TF	 0000002310
100	 85TG	 0000002310
100	 85TH	 0000002310
100	 85TI	 0000002310
100	 85TJ	 0000002310
100	 85TK	 0000002310
100	 85TL	 0000002310
100	 85TM	 0000002310
100	 85TN	 0000002310
100	 85TO	 0000002310
100	 85TP	 0000002310
100	 85TQ	 0000002310
100	 85TR	 0000002310
100	 85TS	 0000002310
100	 85TT	 0000002310
100	 85TU	 0000002310
100	 85TV	 0000002310
100	 85TW	 0000002310
100	 85TX	 0000002310
100	 85TY	 0000002310
100	 85TZ	 0000002310
100	 85WA	 MRS
100	 85WD	 MRS
100	 85WE	 MRS
100	 85WF	 MRS
100	 85WK	 MRS
100	 85Y	 MRS
100	 860V	 0000003320
100	 861V	 0000003320
100	 862V	 0000003320
100	 863V	 0000003320
100	 866G	 0000003130
100	 866M	 0000003130
100	 866S	 0000003330
100	 86A	 MRS
100	 86D	 MRS
100	 86E	 MRS
100	 86F	 MRS
100	 86G	 MRS
100	 86J	 MRS
100	 86K	 MRS
100	 86R	 0000002310
100	 86UM	 MRS
100	 870I	 0000003310
100	 87A	 0000002410
100	 87E	 0000002410
100	 87F	 0000002410
100	 87TA	 0000002410
100	 87TF	 0000002410
100	 87TI	 0000002410
100	 87TJ	 0000002410
100	 87TU	 CTH
100	 881P	 CRS
100	 882R	 0000002310
100	 886M	 0000003110
100	 88A	 0000002710
100	 88AA	 0000002710
100	 88AB	 0000002710
100	 88AC	 0000002710
100	 88B	 0000002710
100	 88C	 0000002710
100	 88D	 0000002710
100	 88E	 0000002710
100	 88F	 0000002710
100	 88G	 0000002710
100	 88H	 0000002710
100	 88I	 0000002710
100	 88J	 0000002710
100	 88K	 0000002710
100	 88L	 0000002710
100	 88M	 0000002710
100	 88N	 0000002710
100	 88O	 0000002710
100	 88OP	 0000002710
100	 88P	 0000002410
100	 88Q	 0000002410
100	 88QR	 0000002310
100	 88R	 0000002410
100	 88S	 0000002410
100	 88TQ	 0000002410
100	 88U	 0000002410
100	 88W	 0000002410
100	 88X	 0000002410
100	 88Y	 0000002740
100	 88Z	 CRS
100	 88ZC	 CRS
100	 88ZK	 CRS
100	 88ZL	 CRS
100	 88ZP	 CRS
100	 88ZR	 0000002310
100	 890G	 0000003120
100	 890M	 0000003110
100	 891G	 0000003120
100	 891M	 0000003110
100	 892G	 0000003120
100	 892M	 0000003110
100	 893G	 0000003120
100	 893M	 0000003110
100	 893S	 0000003130
100	 894G	 0000003120
100	 894M	 0000003110
100	 895G	 0000003120
100	 895M	 0000003110
100	 896G	 0000003120
100	 896M	 0000003110
100	 897G	 0000003120
100	 897M	 0000003110
100	 898G	 0000003120
100	 898M	 0000003110
100	 89A	 MRS
100	 89B	 CRS
100	 89BA	 CHS
100	 89BE	 CRS
100	 89D	 MRS
100	 89E	 MRS
100	 89F	 MRS
100	 89J	 MRS
100	 89K	 MRS
100	 89P	 0000002740
100	 89PA	 0000002740
100	 89PL	 0000002740
100	 89RO	 0000002740
100	 89Y	 MRS
100	 8ANA	 0000001610
100	 8AOA	 0000001610
100	 8CNA	 0000001610
100	 8COA	 0000001610
100	 8CRL	 0000002740
100	 8CRP	 0000002740
100	 8CRR	 0000002740
100	 8CUA	 CRS
100	 8CUR	 0000002740
100	 8EGA	 0000001610
100	 8EIA	 0000001610
100	 8ENA	 0000001610
100	 8EOA	 0000001610
100	 8EOV	 0000001610
100	 8ERL	 0000002740
100	 8ERP	 0000002740
100	 8ERR	 0000002740
100	 8ESA	 0000001610
100	 8EUA	 APW
100	 8EUC	 0000002410
100	 8EUR	 0000002740
100	 8EVA	 0000001610
100	 8EZA	 0000001610
100	 8FBA	 CRS
100	 8FDA	 0000001610
100	 8FEA	 CRS
100	 8FGA	 0000001610
100	 8FGC	 0000001610
100	 8FGM	 0000001610
100	 8FHA	 0000001610
100	 8FHM	 0000001610
100	 8FIA	 0000001610
100	 8FIM	 0000001610
100	 8FLA	 0000001610
100	 8FMA	 0000001610
100	 8FOA	 CRS
100	 8FPA	 0000001610
100	 8FPM	 0000001610
100	 8FQA	 0000001610
100	 8FQM	 0000001610
100	 8FRM	 0000001610
100	 8FSA	 0000001610
100	 8FSM	 0000001610
100	 8FTA	 0000001610
100	 8FUA	 CRS
100	 8FVA	 0000001610
100	 8FXA	 CRS
100	 8FZA	 0000001610
100	 8FZC	 0000001610
100	 8MNA	 0000001610
100	 8MOA	 0000001610
100	 8NNA	 0000001610
100	 8NNM	 0000001610
100	 8NNQ	 0000001610
100	 8NOA	 0000001610
100	 8NOQ	 0000001610
100	 8NUA	 CRS
100	 8NUQ	 CRS
100	 8ONA	 0000001610
100	 8OOA	 0000001610
100	 8PBA	 CRS
100	 8PDA	 0000001610
100	 8PEA	 CRS
100	 8PGA	 0000001610
100	 8PGC	 0000001610
100	 8PGM	 0000001610
100	 8PHA	 0000001610
100	 8PHM	 0000001610
100	 8PIA	 0000001610
100	 8PIM	 0000001610
100	 8PLA	 0000001610
100	 8PMA	 0000001610
100	 8PNA	 0000001610
100	 8POA	 CRS
100	 8PPA	 0000001610
100	 8PPM	 0000001610
100	 8PQA	 0000001610
100	 8PQM	 0000001610
100	 8PRM	 0000001610
100	 8PSA	 0000001610
100	 8PSM	 0000001610
100	 8PTA	 0000001610
100	 8PUA	 CRS
100	 8PVA	 0000001610
100	 8PWA	 0000001610
100	 8PXA	 CRS
100	 8PZA	 0000001610
100	 8PZC	 0000001610
100	 8SBA	 CRS
100	 8SCG	 GPP
100	 8SCI	 GPP
100	 8SDA	 0000001610
100	 8SEA	 CRS
100	 8SGA	 0000001610
100	 8SGC	 0000001610
100	 8SGM	 0000001610
100	 8SHA	 0000001610
100	 8SHM	 0000001610
100	 8SIA	 0000001610
100	 8SIM	 0000001610
100	 8SLA	 0000001610
100	 8SMA	 0000001610
100	 8SOA	 CRS
100	 8SPA	 0000001610
100	 8SPM	 0000001610
100	 8SQA	 0000001610
100	 8SQM	 0000001610
100	 8SQQ	 0000001610
100	 8SRM	 0000001610
100	 8SSA	 0000001610
100	 8SSM	 0000001610
100	 8STA	 0000001610
100	 8SUA	 CRS
100	 8SVA	 0000001610
100	 8SXA	 CRS
100	 8SXM	 CRS
100	 8SZA	 0000001610
100	 8SZC	 0000001610
100	 8UGA	 0000001610
100	 8UZA	 0000001610
100	 8YOA	 0000001610
100	 90A	 MRS
100	 90D	 MRS
100	 90E	 MRS
100	 90F	 MRS
100	 90K	 MRS
100	 AAAA	 0000001610
100	 ACAA	 0000001610
100	 ADH	 ADH
100	 AFI01	 FIN
100	 AFI21	 FIN
100	 AFI31	 FIN
100	 AIA	 AIA
100	 AICM	 0000001610
100	 AIEA	 0000001610
100	 AIEM	 0000001611
100	 AINA	 0000001610
100	 AIYA	 0000001610
100	 AOAC	 0000001610
100	 AOCC	 0000001610
100	 AP1	 0000003100
100	 AP1G	 0000003120
100	 AP1M	 0000003110
100	 AP2	 0000003100
100	 AP2G	 0000003120
100	 AP2M	 0000003110
100	 AP3	 0000003100
100	 AP3G	 0000003120
100	 AP3M	 0000003110
100	 AP4	 0000003100
100	 AP4G	 0000003120
100	 AP4M	 0000003110
100	 AP5	 0000003100
100	 AP5G	 0000003120
100	 AP5M	 0000003110
100	 AP6	 0000003100
100	 AP6G	 0000003120
100	 AP6M	 0000003110
100	 APAC	 0000001610
100	 APCC	 0000001610
100	 APE	 APE
100	 APW	 APW
100	 AUAA	 0000001610
100	 AUT	 UMR
100	 AUTO	 URE
100	 AVG	 AVG
100	 AVI	 AVI
100	 AVL	 AVL
100	 AVR	 AVR
100	 AVS	 AVS
100	 AW1	 AW1
100	 AZAA	 0000001610
100	 BAAA	 MRS
100	 BCCA	 MRS
100	 BCFA	 MRS
100	 BCLA	 MRS
100	 BCMA	 MRS
100	 BCOA	 MRS
100	 BCPA	 MRS
100	 BCRA	 MRS
100	 BCSA	 MRS
100	 BCVA	 MRS
100	 BFCA	 MRS
100	 BFFA	 MRS
100	 BFMA	 MRS
100	 BFRA	 MRS
100	 BFXA	 MRS
100	 BPCA	 MRS
100	 BPEA	 MRS
100	 BPMA	 MRS
100	 BPPA	 MRS
100	 BPRA	 MRS
100	 BPSA	 MRS
100	 BPUA	 MRS
100	 BR00	 GPP
100	 BR10	 GPP
100	 BR11	 GPP
100	 BR20	 GPP
100	 BR21	 GPP
100	 BR22	 GPP
100	 BR23	 GPP
100	 BR24	 GPP
100	 BR25	 GPP
100	 BR26	 GPP
100	 BR27	 GPP
100	 BR30	 GPP
100	 BR31	 GPP
100	 BR32	 GPP
100	 BR33	 GPP
100	 BR34	 GPP
100	 BR40	 GPP
100	 BR41	 GPP
100	 BR42	 GPP
100	 BR43	 GPP
100	 BR44	 GPP
100	 BRPA	 MRS
100	 BRRA	 MRS
100	 BVCA	 MRS
100	 BVFA	 MRS
100	 BVMA	 MRS
100	 C010	 GPP
100	 C011	 GPP
100	 C020	 GPP
100	 C021	 GPP
100	 C022	 GPP
100	 C023	 GPP
100	 C024	 GPP
100	 C025	 GPP
100	 C026	 GPP
100	 C027	 GPP
100	 C030	 GPP
100	 C031	 GPP
100	 C032	 GPP
100	 C033	 GPP
100	 C034	 GPP
100	 C040	 GPP
100	 C041	 GPP
100	 C042	 GPP
100	 C043	 GPP
100	 C044	 GPP
100	 C17L	 CTV
100	 C45A	 CTV
100	 C45E	 CTV
100	 C45L	 CTV
100	 C6AP	 CTV
100	 C6EP	 CTV
100	 C6LP	 CTV
100	 CAVG	 CTV
100	 CC00	 GPP
100	 CC10	 GPP
100	 CC11	 GPP
100	 CC20	 GPP
100	 CC21	 GPP
100	 CC22	 GPP
100	 CC23	 GPP
100	 CC24	 GPP
100	 CC25	 GPP
100	 CC26	 GPP
100	 CC27	 GPP
100	 CC30	 GPP
100	 CC31	 GPP
100	 CC32	 GPP
100	 CC33	 GPP
100	 CC34	 GPP
100	 CC40	 GPP
100	 CC41	 GPP
100	 CC42	 GPP
100	 CC43	 GPP
100	 CC44	 GPP
100	 CD00	 GAE
100	 CD10	 GAS
100	 CD11	 GAS
100	 CD20	 GAS
100	 CD21	 GAS
100	 CD22	 GAS
100	 CD23	 GAS
100	 CD24	 GAS
100	 CD25	 GAS
100	 CD26	 GAS
100	 CD27	 GAS
100	 CD30	 GAS
100	 CD31	 GAS
100	 CD32	 GAS
100	 CD33	 GAS
100	 CD34	 GAS
100	 CD40	 GAS
100	 CD41	 GAS
100	 CD42	 GAS
100	 CD43	 GAS
100	 CD44	 GAS
100	 CER1	 MRS
100	 CER2	 MRS
100	 CFFA	 MRS
100	 CFMA	 MRS
100	 CHS	 CHS
100	 CKAC	 0000001610
100	 CKGA	 0000001610
100	 CKGM	 0000001611
100	 CKIA	 0000001610
100	 CKIM	 0000001611
100	 CKLA	 0000001610
100	 CKOA	 0000001610
100	 CKOM	 0000001611
100	 CKPA	 0000001610
100	 CKPM	 0000001611
100	 CKQA	 0000001610
100	 CKQM	 0000001611
100	 CKSA	 0000001610
100	 CKVA	 0000001610
100	 CKZA	 0000001610
100	 CKZM	 0000001611
100	 CLAC	 0000001610
100	 CLGA	 0000001610
100	 CLGM	 0000001611
100	 CLIA	 0000001610
100	 CLIM	 0000001611
100	 CLLA	 0000001610
100	 CLOA	 0000001610
100	 CLOM	 0000001611
100	 CLPA	 0000001610
100	 CLPM	 0000001611
100	 CLQA	 0000001610
100	 CLQM	 0000001611
100	 CLVA	 0000001610
100	 CLZA	 0000001610
100	 CLZM	 0000001611
100	 CPCA	 MRS
100	 CPMA	 MRS
100	 CPPA	 MRS
100	 CR	 CR
100	 CRS	 CRS
100	 CTB	 CTB
100	 CTH	 CTH
100	 CTV	 CTV
100	 CVFA	 MRS
100	 CVMA	 MRS
100	 CWAC	 0000001610
100	 CWGA	 0000001610
100	 CWGM	 0000001611
100	 CWIA	 0000001610
100	 CWIM	 0000001611
100	 CWLA	 0000001610
100	 CWOA	 0000001610
100	 CWOM	 0000001611
100	 CWPA	 0000001610
100	 CWPM	 0000001611
100	 CWQA	 0000001610
100	 CWQM	 0000001611
100	 CWVA	 0000001610
100	 CWZA	 0000001610
100	 CWZM	 0000001611
100	 D110	 CTB
100	 D120	 CTB
100	 D130	 CTB
100	 D140	 CTB
100	 D150	 CTB
100	 D160	 CTB
100	 D170	 CTB
100	 D180	 CTB
100	 D190	 CTB
100	 D200	 CTB
100	 D210	 CTB
100	 D220	 CTB
100	 D561	 0000001610
100	 DAAA	 MRS
100	 DCCA	 MRS
100	 DCFA	 MRS
100	 DCLA	 MRS
100	 DCMA	 MRS
100	 DCOA	 MRS
100	 DCPA	 MRS
100	 DCRA	 MRS
100	 DCSA	 MRS
100	 DCVA	 MRS
100	 DFCA	 MRS
100	 DFFA	 MRS
100	 DFMA	 MRS
100	 DFRA	 MRS
100	 DFXA	 MRS
100	 DI4A	 CTB
100	 DI4D	 CTB
100	 DI4I	 CTB
100	 DI4N	 CTB
100	 DI4P	 CTB
100	 DI4S	 CTB
100	 DI4T	 CTB
100	 DI4Z	 CTB
100	 DM00	 GPP
100	 DM10	 GPP
100	 DM11	 GPP
100	 DM20	 GPP
100	 DM21	 GPP
100	 DM22	 GPP
100	 DM23	 GPP
100	 DM24	 GPP
100	 DM25	 GPP
100	 DM26	 GPP
100	 DM27	 GPP
100	 DM30	 GPP
100	 DM31	 GPP
100	 DM32	 GPP
100	 DM33	 GPP
100	 DM34	 GPP
100	 DM40	 GPP
100	 DM41	 GPP
100	 DM42	 GPP
100	 DM43	 GPP
100	 DM44	 GPP
100	 DPCA	 MRS
100	 DPEA	 MRS
100	 DPMA	 MRS
100	 DPPA	 MRS
100	 DPRA	 MRS
100	 DPSA	 MRS
100	 DPUA	 MRS
100	 DRPA	 MRS
100	 DRRA	 MRS
100	 DSCA	 MRS
100	 DSFF	 MRS
100	 DSFM	 MRS
100	 DSPA	 MRS
100	 DSVF	 MRS
100	 DSVM	 MRS
100	 DVCA	 MRS
100	 DVFA	 MRS
100	 DVMA	 MRS
100	 EAAA	 MRS
100	 EC00	 GAE
100	 EC10	 GAS
100	 EC11	 GAS
100	 EC20	 GAS
100	 EC21	 GAS
100	 EC22	 GAS
100	 EC23	 GAS
100	 EC24	 GAS
100	 EC25	 GAS
100	 EC26	 GAS
100	 EC27	 GAS
100	 EC30	 GAS
100	 EC31	 GAS
100	 EC32	 GAS
100	 EC33	 GAS
100	 EC34	 GAS
100	 EC40	 GAS
100	 EC41	 GAS
100	 EC42	 GAS
100	 EC43	 GAS
100	 EC44	 GAS
100	 EC99	 GAS
100	 ECCA	 MRS
100	 ECFA	 MRS
100	 ECLA	 MRS
100	 ECMA	 MRS
100	 ECOA	 MRS
100	 ECPA	 MRS
100	 ECRA	 MRS
100	 ECSA	 MRS
100	 ECVA	 MRS
100	 EFCA	 MRS
100	 EFFA	 MRS
100	 EFMA	 MRS
100	 EFRA	 MRS
100	 EFXA	 MRS
100	 EPCA	 MRS
100	 EPEA	 MRS
100	 EPMA	 MRS
100	 EPPA	 MRS
100	 EPRA	 MRS
100	 EPSA	 MRS
100	 EPUA	 MRS
100	 ERBA	 MRS
100	 ERLA	 MRS
100	 ERPA	 MRS
100	 ERRA	 MRS
100	 ESCC	 0000001610
100	 ESCM	 0000001610
100	 ESEA	 0000001610
100	 ESEM	 0000001610
100	 ESNA	 0000001610
100	 ESYA	 0000001610
100	 EUAA	 0000001610
100	 EVCA	 MRS
100	 EVFA	 MRS
100	 EVMA	 MRS
100	 FAGA	 0000001610
100	 FAGM	 0000001611
100	 FAIA	 0000001610
100	 FAIM	 0000001611
100	 FALA	 0000001610
100	 FAOA	 0000001610
100	 FAOM	 0000001611
100	 FAPA	 0000001610
100	 FAPM	 0000001611
100	 FAQA	 0000001610
100	 FAQM	 0000001611
100	 FAVA	 0000001610
100	 FAZA	 0000001610
100	 FAZM	 0000001611
100	 FMAA	 QMS
100	 FMAB	 QMS
100	 FOGA	 0000001610
100	 FOGM	 0000001611
100	 FOIA	 0000001610
100	 FOIM	 0000001611
100	 FOLA	 0000001610
100	 FOOA	 0000001610
100	 FOOM	 0000001611
100	 FOPA	 0000001610
100	 FOPM	 0000001611
100	 FOQA	 0000001610
100	 FOQM	 0000001611
100	 FOVA	 0000001610
100	 FOZA	 0000001610
100	 FOZM	 0000001611
100	 FSGA	 0000001610
100	 FSGM	 0000001611
100	 FSIA	 0000001610
100	 FSIM	 0000001610
100	 FSLA	 0000001610
100	 FSMA	 0000001610
100	 FSOA	 0000001610
100	 FSOM	 0000001611
100	 FSPA	 0000001610
100	 FSPM	 0000001610
100	 FSQA	 0000001610
100	 FSQM	 0000001610
100	 FSSA	 0000001610
100	 FSTA	 0000001610
100	 FSVA	 0000001610
100	 FSZA	 0000001610
100	 FSZM	 0000001610
100	 GAAA	 MRS
100	 GAE	 GAE
100	 GAS	 GAS
100	 GCCA	 MRS
100	 GCFA	 MRS
100	 GCLA	 MRS
100	 GCMA	 MRS
100	 GCOA	 MRS
100	 GCPA	 MRS
100	 GCRA	 MRS
100	 GCSA	 MRS
100	 GCVA	 MRS
100	 GFCA	 MRS
100	 GFFA	 MRS
100	 GFMA	 MRS
100	 GFRA	 MRS
100	 GFXA	 MRS
100	 GG10	 GPP
100	 GG11	 GPP
100	 GG20	 GPP
100	 GG21	 GPP
100	 GG22	 GPP
100	 GG23	 GPP
100	 GG24	 GPP
100	 GG25	 GPP
100	 GG26	 GPP
100	 GG27	 GPP
100	 GG30	 GPP
100	 GG31	 GPP
100	 GG32	 GPP
100	 GG33	 GPP
100	 GG34	 GPP
100	 GG40	 GPP
100	 GG41	 GPP
100	 GG42	 GPP
100	 GG43	 GPP
100	 GG44	 GPP
100	 GO00	 GAE
100	 GO10	 GAS
100	 GO11	 GAS
100	 GO20	 GAS
100	 GO21	 GAS
100	 GO22	 GAS
100	 GO23	 GAS
100	 GO24	 GAS
100	 GO25	 GAS
100	 GO26	 GAS
100	 GO27	 GAS
100	 GO30	 GAS
100	 GO31	 GAS
100	 GO32	 GAS
100	 GO33	 GAS
100	 GO34	 GAS
100	 GO40	 GAS
100	 GO41	 GAS
100	 GO42	 GAS
100	 GO43	 GAS
100	 GO44	 GAS
100	 GPCA	 MRS
100	 GPEA	 MRS
100	 GPMA	 MRS
100	 GPP	 GPP
100	 GPPA	 MRS
100	 GPRA	 MRS
100	 GPSA	 MRS
100	 GPUA	 MRS
100	 GRPA	 MRS
100	 GRRA	 MRS
100	 GT00	 GAE
100	 GT10	 GAS
100	 GT11	 GAS
100	 GT20	 GAS
100	 GT21	 GAS
100	 GT22	 GAS
100	 GT23	 GAS
100	 GT24	 GAS
100	 GT25	 GAS
100	 GT26	 GAS
100	 GT27	 GAS
100	 GT30	 GAS
100	 GT31	 GAS
100	 GT32	 GAS
100	 GT33	 GAS
100	 GT34	 GAS
100	 GT40	 GAS
100	 GT41	 GAS
100	 GT42	 GAS
100	 GT43	 GAS
100	 GT44	 GAS
100	 GT99	 GAS
100	 GVCA	 MRS
100	 GVFA	 MRS
100	 GVMA	 MRS
100	 HC00	 GAE
100	 HC10	 GAS
100	 HC11	 GAS
100	 HC20	 GAS
100	 HC21	 GAS
100	 HC22	 GAS
100	 HC23	 GAS
100	 HC24	 GAS
100	 HC25	 GAS
100	 HC26	 GAS
100	 HC27	 GAS
100	 HC30	 GAS
100	 HC31	 GAS
100	 HC32	 GAS
100	 HC33	 GAS
100	 HC34	 GAS
100	 HC40	 GAS
100	 HC41	 GAS
100	 HC42	 GAS
100	 HC43	 GAS
100	 HC44	 GAS
100	 HC99	 GAS
100	 HN00	 GPP
100	 HN10	 GPP
100	 HN11	 GPP
100	 HN20	 GPP
100	 HN21	 GPP
100	 HN22	 GPP
100	 HN23	 GPP
100	 HN24	 GPP
100	 HN25	 GPP
100	 HN26	 GPP
100	 HN27	 GPP
100	 HN30	 GPP
100	 HN31	 GPP
100	 HN32	 GPP
100	 HN33	 GPP
100	 HN34	 GPP
100	 HN40	 GPP
100	 HN41	 GPP
100	 HN42	 GPP
100	 HN43	 GPP
100	 HN44	 GPP
100	 HRC	 HRC
100	 HS00	 GAE
100	 HS10	 GAS
100	 HS11	 GAS
100	 HS20	 GAS
100	 HS21	 GAS
100	 HS22	 GAS
100	 HS23	 GAS
100	 HS24	 GAS
100	 HS25	 GAS
100	 HS26	 GAS
100	 HS27	 GAS
100	 HS30	 GAS
100	 HS31	 GAS
100	 HS32	 GAS
100	 HS33	 GAS
100	 HS34	 GAS
100	 HS40	 GAS
100	 HS41	 GAS
100	 HS42	 GAS
100	 HS43	 GAS
100	 HS44	 GAS
100	 I44A	 0000001110
100	 I44C	 0000001110
100	 I44D	 0000001110
100	 I44I	 0000001110
100	 I44M	 0000001110
100	 I44N	 0000001110
100	 I44P	 0000001110
100	 I44R	 0000001110
100	 I44S	 0000001110
100	 I44T	 0000001110
100	 I44Z	 0000001110
100	 I45C	 0000001110
100	 I45L	 0000001110
100	 I45M	 0000001110
100	 I45N	 0000001110
100	 I45P	 0000001110
100	 I45Q	 0000001110
100	 I45R	 0000001110
100	 I45S	 0000001110
100	 I45U	 0000001110
100	 I45Y	 0000001110
100	 I45Z	 0000001110
100	 I46A	 0000001110
100	 I46C	 0000001110
100	 I46D	 0000001110
100	 I46E	 0000001110
100	 I46F	 0000001110
100	 I46G	 0000001110
100	 I46H	 0000001110
100	 I46I	 0000001110
100	 I46J	 0000001110
100	 I46K	 0000001110
100	 I46M	 0000001110
100	 I46O	 0000001110
100	 I46R	 0000001110
100	 I46V	 0000001110
100	 I47A	 0000001110
100	 I47B	 0000001110
100	 I47C	 0000001110
100	 I47E	 0000001110
100	 I47F	 0000001110
100	 I47R	 0000001110
100	 I48A	 0000001110
100	 I48B	 0000001110
100	 I48C	 0000001110
100	 I48D	 0000001110
100	 I48E	 0000001110
100	 I552	 0000001110
100	 I596	 0000001110
100	 IAAA	 MRS
100	 ICCA	 MRS
100	 ICFA	 MRS
100	 ICLA	 MRS
100	 ICMA	 MRS
100	 ICOA	 MRS
100	 ICPA	 MRS
100	 ICRA	 MRS
100	 ICSA	 MRS
100	 ICVA	 MRS
100	 IFCA	 MRS
100	 IFFA	 MRS
100	 IFMA	 MRS
100	 IFRA	 MRS
100	 IFXA	 MRS
100	 IIGA	 0000001610
100	 IIGM	 0000001611
100	 IIIA	 0000001610
100	 IIIM	 0000001610
100	 IILA	 0000001610
100	 IIMA	 0000001610
100	 IIOA	 0000001610
100	 IIOM	 0000001611
100	 IIPA	 0000001610
100	 IIPM	 0000001610
100	 IIQA	 0000001610
100	 IIQM	 0000001610
100	 IIVA	 0000001610
